Question_User,Response_User,Similarity
10-19-adultsUser35,10-19-adultsUser28,0.9924497008323669
11-06-adultsUser53,11-06-adultsUser107,0.9805501103401184
10-19-adultsUser28,10-19-adultsUser1,0.9802240133285522
10-19-adultsUser39,10-19-adultsUser41,0.9704601168632507
10-24-40sUser33,10-24-40sUser50,0.9691253900527954
10-24-40sUser53,10-24-40sUser3,0.9626905918121338
11-06-adultsUser103,11-06-adultsUser19,0.9616853594779968
11-06-adultsUser105,11-06-adultsUser130,0.9558229446411133
11-08-adultsUser28,11-08-adultsUser102,0.9554239511489868
11-08-adultsUser28,11-08-adultsUser102,0.9552075266838074
10-19-40sUser11,10-19-40sUser20,0.9498922228813171
11-06-adultsUser53,11-06-adultsUser110,0.9470064043998718
10-24-40sUser16,10-24-40sUser53,0.9454158544540405
10-24-40sUser16,10-24-40sUser52,0.9433152079582214
11-06-adultsUser5,11-06-adultsUser105,0.934506893157959
11-08-adultsUser28,11-08-adultsUser95,0.9340696930885315
11-09-20sUser34,11-09-20sUser158,0.9295491576194763
11-06-adultsUser103,11-06-adultsUser99,0.922427773475647
11-08-teensUser119,11-08-teensUser79,0.9214440584182739
11-09-20sUser34,11-09-20sUser158,0.9209779500961304
11-08-adultsUser69,11-08-adultsUser7,0.919684886932373
11-08-40sUser48,11-08-40sUser68,0.9193083047866821
11-09-40sUser30,11-09-40sUser34,0.918324887752533
11-06-adultsUser5,11-06-adultsUser99,0.9167083501815796
10-19-20sUser73,10-19-20sUser116,0.9153131246566772
11-09-teensUser150,11-09-teensUser156,0.915160059928894
10-24-40sUser41,10-24-40sUser13,0.9122055768966675
11-08-20sUser21,11-08-20sUser130,0.9118903875350952
11-08-40sUser7,11-08-40sUser48,0.9100510478019714
10-19-adultsUser28,10-19-adultsUser35,0.9062081575393677
10-24-40sUser13,10-24-40sUser12,0.9006088972091675
11-06-adultsUser53,11-06-adultsUser105,0.8999171257019043
11-06-adultsUser103,11-06-adultsUser105,0.8981930613517761
10-24-40sUser39,10-24-40sUser20,0.8971179723739624
11-06-adultsUser53,11-06-adultsUser78,0.8964475393295288
11-06-adultsUser105,11-06-adultsUser53,0.8962142467498779
10-19-adultsUser45,10-19-adultsUser50,0.8938603401184082
10-19-30sUser19,10-19-30sUser11,0.8935202360153198
11-09-20sUser34,11-09-20sUser41,0.893314003944397
10-19-adultsUser28,10-19-adultsUser19,0.8930383920669556
11-06-adultsUser88,11-06-adultsUser82,0.8910466432571411
10-19-adultsUser32,10-19-adultsUser47,0.8898646831512451
10-19-40sUser34,10-19-40sUser46,0.8880531787872314
11-06-adultsUser88,11-06-adultsUser105,0.8876127600669861
11-09-40sUser19,11-09-40sUser11,0.8874326944351196
10-24-40sUser39,10-24-40sUser37,0.8863955736160278
11-08-adultsUser28,11-08-adultsUser99,0.8833082914352417
11-08-teensUser154,11-08-teensUser159,0.8832067251205444
10-19-adultsUser35,10-19-adultsUser19,0.883204460144043
11-09-20sUser101,11-09-20sUser114,0.8822355270385742
11-06-adultsUser105,11-06-adultsUser25,0.8808306455612183
10-19-adultsUser32,10-19-adultsUser23,0.8791400194168091
11-08-40sUser7,11-08-40sUser45,0.8769455552101135
10-19-adultsUser19,10-19-adultsUser23,0.8760782480239868
10-19-adultsUser19,10-19-adultsUser1,0.8759892582893372
11-08-adultsUser28,11-08-adultsUser95,0.8759849071502686
11-08-teensUser56,11-08-teensUser79,0.8757245540618896
11-06-adultsUser88,11-06-adultsUser25,0.8756905198097229
11-09-teensUser148,11-09-teensUser44,0.8755618333816528
11-09-20sUser101,11-09-20sUser114,0.8752766847610474
11-09-40sUser18,11-09-40sUser19,0.8749982714653015
11-09-40sUser34,11-09-40sUser15,0.8733351230621338
11-08-teensUser111,11-08-teensUser29,0.8728742599487305
11-06-adultsUser88,11-06-adultsUser69,0.8722425699234009
11-09-40sUser18,11-09-40sUser15,0.8706334829330444
11-08-40sUser48,11-08-40sUser7,0.8702185750007629
10-26-teensUser58,10-26-teensUser66,0.869725227355957
11-08-adultsUser28,11-08-adultsUser35,0.8695904612541199
10-24-40sUser19,10-24-40sUser10,0.8694601058959961
11-08-40sUser33,11-08-40sUser30,0.8693515062332153
11-08-adultsUser28,11-08-adultsUser65,0.8683441281318665
10-24-40sUser6,10-24-40sUser50,0.8678857088088989
11-08-teensUser119,11-08-teensUser125,0.8667321801185608
11-08-teensUser154,11-08-teensUser119,0.8662755489349365
11-09-teensUser156,11-09-teensUser117,0.8658666610717773
11-08-20sUser21,11-08-20sUser110,0.8657836318016052
10-19-adultsUser37,10-19-adultsUser53,0.8639813661575317
11-09-teensUser190,11-09-teensUser122,0.8629504442214966
11-09-40sUser18,11-09-40sUser4,0.8624452352523804
10-26-teensUser15,10-26-teensUser143,0.8613138198852539
10-19-adultsUser32,10-19-adultsUser35,0.8610392808914185
10-24-40sUser6,10-24-40sUser50,0.8602480292320251
10-24-40sUser19,10-24-40sUser6,0.8601076602935791
10-24-40sUser33,10-24-40sUser19,0.8587086200714111
10-24-40sUser6,10-24-40sUser12,0.8569566607475281
11-09-20sUser158,11-09-20sUser160,0.856045126914978
10-19-adultsUser32,10-19-adultsUser35,0.8556888699531555
10-19-adultsUser61,10-19-adultsUser59,0.8556235432624817
10-19-adultsUser35,10-19-adultsUser23,0.8555096387863159
11-08-teensUser137,11-08-teensUser134,0.8553344011306763
11-09-adultsUser73,11-09-adultsUser44,0.8552200794219971
11-09-adultsUser72,11-09-adultsUser44,0.8540343046188354
11-08-adultsUser56,11-08-adultsUser102,0.8534198999404907
11-09-20sUser34,11-09-20sUser114,0.8533536195755005
11-08-teensUser79,11-08-teensUser125,0.8533320426940918
10-24-40sUser16,10-24-40sUser19,0.8525049686431885
11-08-adultsUser102,11-08-adultsUser56,0.8515222072601318
11-08-teensUser79,11-08-teensUser6,0.8509680032730103
11-06-adultsUser103,11-06-adultsUser126,0.8506371974945068
11-08-teensUser111,11-08-teensUser91,0.8502322435379028
10-19-adultsUser19,10-19-adultsUser35,0.849662184715271
11-08-teensUser56,11-08-teensUser119,0.8494874835014343
11-09-40sUser30,11-09-40sUser11,0.8492254018783569
11-08-20sUser91,11-08-20sUser133,0.8483664989471436
10-19-adultsUser32,10-19-adultsUser35,0.8481870889663696
11-09-40sUser34,11-09-40sUser19,0.8470044732093811
11-09-40sUser34,11-09-40sUser33,0.8452532291412354
10-26-teensUser58,10-26-teensUser104,0.8449681401252747
11-08-20sUser110,11-08-20sUser104,0.8442250490188599
11-06-adultsUser69,11-06-adultsUser126,0.8426955938339233
11-06-adultsUser107,11-06-adultsUser115,0.8422336578369141
11-08-20sUser91,11-08-20sUser21,0.8421868085861206
10-19-20sUser83,10-19-20sUser7,0.8411169052124023
11-08-adultsUser1,11-08-adultsUser92,0.8396029472351074
11-08-teensUser154,11-08-teensUser119,0.8391538858413696
10-26-teensUser66,10-26-teensUser119,0.8388348817825317
11-08-teensUser119,11-08-teensUser117,0.8386991024017334
11-08-teensUser119,11-08-teensUser2,0.8372757434844971
11-08-teensUser119,11-08-teensUser61,0.8365830183029175
11-06-adultsUser88,11-06-adultsUser53,0.8358902931213379
10-19-adultsUser32,10-19-adultsUser48,0.8355752229690552
11-06-adultsUser19,11-06-adultsUser53,0.835471510887146
11-09-40sUser19,11-09-40sUser52,0.8353152275085449
11-08-adultsUser56,11-08-adultsUser65,0.8351695537567139
11-08-40sUser7,11-08-40sUser0,0.8351666331291199
11-08-adultsUser28,11-08-adultsUser65,0.834092378616333
11-06-adultsUser5,11-06-adultsUser53,0.8338205218315125
11-08-teensUser119,11-08-teensUser130,0.8336482048034668
10-24-40sUser33,10-24-40sUser6,0.8335793018341064
11-08-teensUser79,11-08-teensUser125,0.8335719704627991
11-08-adultsUser56,11-08-adultsUser102,0.833002507686615
11-09-40sUser47,11-09-40sUser49,0.8320817947387695
10-19-adultsUser28,10-19-adultsUser23,0.8319546580314636
11-09-40sUser18,11-09-40sUser22,0.8318426609039307
11-06-adultsUser103,11-06-adultsUser105,0.8315783143043518
11-09-40sUser18,11-09-40sUser48,0.8305609226226807
11-06-adultsUser89,11-06-adultsUser88,0.8303180932998657
11-09-20sUser34,11-09-20sUser142,0.8302536010742188
11-09-40sUser30,11-09-40sUser11,0.8299217224121094
11-08-teensUser154,11-08-teensUser125,0.829513669013977
11-09-teensUser117,11-09-teensUser161,0.8288810849189758
11-09-teensUser148,11-09-teensUser117,0.8282098770141602
11-08-40sUser29,11-08-40sUser30,0.8278882503509521
11-06-adultsUser88,11-06-adultsUser5,0.8278591632843018
10-19-20sUser6,10-19-20sUser83,0.8276881575584412
11-09-40sUser19,11-09-40sUser33,0.8270620703697205
11-08-adultsUser56,11-08-adultsUser102,0.8266931772232056
11-09-20sUser134,11-09-20sUser114,0.8256937265396118
11-08-20sUser91,11-08-20sUser110,0.8256443738937378
10-19-adultsUser15,10-19-adultsUser29,0.8255671858787537
10-24-40sUser33,10-24-40sUser12,0.8255615234375
11-08-teensUser131,11-08-teensUser130,0.8252620697021484
11-08-40sUser33,11-08-40sUser2,0.8250136375427246
11-08-20sUser91,11-08-20sUser21,0.8245295882225037
11-08-teensUser119,11-08-teensUser125,0.8236160278320312
11-09-20sUser158,11-09-20sUser160,0.8235090970993042
11-09-teensUser148,11-09-teensUser117,0.8232051134109497
11-08-teensUser154,11-08-teensUser149,0.822802722454071
11-08-20sUser13,11-08-20sUser110,0.8227638006210327
11-08-teensUser43,11-08-teensUser127,0.8222305774688721
11-08-40sUser7,11-08-40sUser32,0.8214527368545532
11-09-40sUser34,11-09-40sUser7,0.8204027414321899
10-19-40sUser52,10-19-40sUser43,0.8203868865966797
